   356.15    701.71    551.08
   634.65    622.69    540.58
   516.97    680.23    351.80
   397.58    702.62    646.59
   637.27    557.01    330.31
   430.40    600.01    436.16
   804.31    491.90    585.14
   369.76    626.53    553.40
   659.53    584.86    698.31
   661.73    616.82    675.24
   477.34    503.59    667.54
   512.99    611.62    478.21
   497.32    582.77    737.92
   514.27    624.11    428.36
   627.43    560.19    672.04
   591.27    582.90    458.06
   513.04    616.86    288.80
   710.84    462.54    521.57
   412.36    531.11    914.50
   537.03    608.08    533.78
   541.05    642.69    468.94
   637.27    568.09    382.96
   418.88    597.75    932.04
   625.74    507.80    862.21
   645.53    569.16    578.84
   603.32    458.51    811.51
  1033.06    427.18    522.82
   744.03    586.29    421.16
   544.23    629.02    476.66
   551.33    633.28    415.02
   653.32    535.05    555.25
   434.44    570.40    910.45
   788.66    493.04    425.51
   957.49    456.03    269.35
   541.25    573.02    489.25
   525.51    548.81    753.07
   485.53    637.04    295.54
  1002.33    457.28    445.36
   511.84    570.37    630.73
   643.82    519.08    681.17
   429.02    612.97    447.90
   448.81    638.73    702.64
   796.68    532.13    210.05
   415.02    547.59    755.90
   319.84    652.77    871.55
   813.38    543.58    515.60
   590.87    567.95    218.64
   613.47    568.25    391.41
   703.20    461.91    670.44
   555.37    603.37    434.10
   487.69    558.80    538.48
   692.61    588.10    329.80
   753.15    465.77    387.97
   769.90    487.04    401.81
   669.30    485.64    382.69
   493.06    554.41    682.65
   199.65    572.35    947.30
   542.37    389.77   1074.32
   646.54    529.06    428.53
   311.02    673.44    772.82
   470.23    585.84    579.97
   641.58    522.44    312.04
   467.65    581.27    568.78
   927.60    557.55    338.69
   642.63    593.87    765.25
   338.82    631.01    593.60
   673.57    624.02    557.51
   377.08    535.74    735.44
   563.90    477.95    867.21
   555.45    561.24    606.06
   377.52    656.17    865.38
   361.84    598.91    587.54
   704.06    465.73    274.27
   139.50    442.59   1827.46
   573.46    595.53    543.43
   456.23    695.03    614.76
   518.32    569.75   1000.64
   625.84    596.27    572.01
   552.53    699.90    393.42
   524.71    681.24    439.47
   452.15    647.10    664.48
   655.59    693.79    480.76
   160.87    366.70   2305.37
   678.51    439.65    649.10
   689.79    533.17    507.79
   504.86    572.77    990.42
   659.97    518.81    447.79
   495.58    635.92    897.10
   779.69    463.62    261.61
   711.43    559.91    351.20
   415.99    569.02    667.39
   758.88    541.53    418.59
   424.84    617.18    527.88
   779.26    484.83    448.23
   607.20    531.36    251.30
   678.58    543.46    532.22
   569.19    502.33    646.90
   714.93    518.78    519.29
   416.84    621.73    484.30
   578.49    585.50    556.10
   388.28    465.01   1311.26
   498.88    625.13    493.23
   577.43    554.34    596.08
   391.51    594.91    762.95
   699.07    570.14    451.53
   333.38    597.99   1034.55
   128.45    662.93    789.61
   846.67    519.85    429.08
   594.63    513.15    508.43
   360.04    598.40   1054.37
   418.12    498.61   1002.58
   876.93    428.95    335.06
   597.83    693.34    404.99
   638.23    571.64    539.97
   651.67    510.85    422.82
   418.90    625.27    788.57
   642.95    593.06    315.62
   826.85    604.09    494.94
   733.05    585.20    454.52
   943.20    393.77    358.69
   733.52    601.91    282.89
   664.79    454.27    638.21
   607.60    593.64    570.62
    66.25    540.57   1522.36
   543.93    596.97    368.44
   804.89    473.49    269.10
   669.27    543.77    422.04
   388.66    508.42    817.65
   277.07    694.09    834.93
   235.59    631.52   1372.07
   493.36    650.81    407.89
   499.04    609.91    832.00
   190.50    566.81   1241.37
   329.30    548.49    723.91
   854.64    571.78    185.26
   360.17    491.76    879.75
   716.40    574.42    285.05
   610.12    601.81    316.21
   534.77    661.95    747.35
   451.31    574.31    712.95
   873.92    441.21    207.71
   473.72    588.51    588.59
   230.98    571.25    953.16
   445.53    439.92   1382.82
   746.15    463.00    436.86
   445.92    652.28    639.91
   337.95    679.07    663.09
   535.58    563.28    491.68
   420.75    635.05    851.63
   360.53    756.79    682.89
   959.47    528.25    352.45
   844.28    489.31    562.19
   415.99    667.21    317.27
   578.37    506.03    938.49
   297.36    328.35   2077.46
   417.13    564.24    655.37
   857.30    474.09    374.46
   432.20    447.04    860.01
   379.68    665.57    424.29
   634.59    601.11    417.85
   464.17    616.54    614.10
   433.52    630.67    419.41
   604.70    611.69    546.87
   562.59    534.82    452.31
   725.31    681.48    455.33
   457.74    536.23   1024.95
   562.16    500.31    358.52
   560.95    580.71    474.55
   821.91    516.61    460.05
   437.56    613.72    640.25
   593.36    651.17    326.52
   490.38    591.73    877.57
   489.08    545.62    696.35
   523.23    619.51    534.64
   483.87    596.87    538.94
   449.21    641.92    472.44
   645.72    584.48    437.81
   555.81    433.61    816.97
   619.74    664.73    524.09
   668.20    556.19    429.49
   593.62    627.07    418.86
   620.66    537.56    785.41
   693.07    526.32    508.40
   528.48    506.80    460.43
   533.58    656.76    698.17
   402.49    638.53    807.94
   396.78    619.42    693.29
   502.94    639.73    562.64
   541.96    583.15    510.81
   735.78    578.81    591.23
   432.35    564.72    612.05
   461.34    683.29    553.49
   692.50    566.04    227.24
   684.18    587.86    443.39
   467.84    630.86    393.60
   770.33    609.16    288.25
   709.96    505.87    440.24
   644.44    531.25    441.29
   478.19    580.02    750.59
   260.48    491.95   1289.23
   717.79    598.91    637.74
   516.70    604.77    278.64
   494.47    611.52    719.55
   446.36    602.04    554.98
   528.88    553.99    454.04
   639.98    564.46    297.43
   456.67    638.13    624.87
   634.37    510.96    461.60
   547.29    574.21    664.07
   837.52    549.97    448.83
   564.86    563.21    508.81
   444.58    672.08    606.12
   494.35    569.63    532.30
   486.15    540.07    867.61
   181.32    664.47   1217.14
   595.31    586.36    559.25
   431.69    615.96    534.99
   619.13    653.62    565.24
   453.93    574.97    672.89
   370.10    568.98    791.26
   617.93    497.12    565.96
   530.66    631.17    271.62
   399.07    520.83    817.99
   554.00    637.37    535.52
   414.69    578.61   1023.76
   617.36    505.02    488.10
   671.51    507.48    454.10
   500.04    622.16    387.94
   368.60    665.10    415.99
   434.32    690.70    603.54
   541.47    505.16    853.31
   427.09    495.29    580.16
   479.79    508.43   1192.53
   564.31    519.05    314.41
   614.67    511.85    465.08
   359.26    644.53    801.29
   677.50    618.14    308.20
   733.75    513.55    412.22
   557.75    618.82    613.17
   530.60    478.86   1060.84
   504.96    578.19    324.14
   416.81    577.43   1053.80
   533.78    614.34    413.81
   540.09    526.50    411.97
   369.98    666.68    399.96
   551.79    615.03    457.63
   535.36    609.15    518.69
   463.15    610.19    502.55
   846.77    681.79    468.99
   597.82    502.89    421.64
   833.65    526.61    288.48
   386.73    651.38    719.85
   516.93    709.20    421.71
   426.96    698.09    659.79
   414.67    616.06    562.77
   562.50    687.88    449.95
    14.43    357.74   2604.83
   588.77    622.64    345.43
   324.58    716.28    666.61
   650.70    578.07    450.81
   411.40    581.50    574.78
   663.06    491.68    246.62
   541.77    587.77    483.69
   622.20    384.00    544.05
   685.16    536.46    432.09
   446.58    585.23    986.35
   208.09    747.33    960.56
   549.57    688.34    733.93
   641.38    605.41    304.45
   455.71    664.23    678.87
   606.71    589.52    574.12
   318.48    652.26    865.62
   439.02    654.85    440.96
   543.49    582.35    471.51
   216.07    577.45    980.27
   488.07    565.33    971.24
   629.44    590.47    355.20
   494.88    599.91    701.15
   669.20    537.45    440.14
   922.07    538.12    337.96
   650.89    487.26    604.01
   732.04    539.39    453.20
   738.22    608.29    497.75
   640.82    516.88    495.00
   604.60    622.50    346.11
   472.47    534.37    623.12
   569.38    581.46    503.02
   612.55    506.28    320.97
   490.20    616.91    516.47
   648.70    496.30    547.04
   737.94    443.60    248.07
   584.61    614.03    627.74
   742.20    571.58    552.71
   351.97    541.53    786.39
   554.17    546.86    604.29
   566.76    541.76    555.69
   324.06    631.83    943.95
   561.94    699.44    632.00
   155.96    728.51   1126.99
   306.72    660.37    931.74
